tsne_1,tsne_2,label
-46.177296,-13.358467,0
-1.4507678,-35.789055,0
-1.4743882,-35.792747,0
-58.88954,-20.01246,0
-58.834167,-20.473839,0
-58.586002,-19.536486,0
-58.3174,-20.963455,0
-58.373756,-20.710438,0
-58.213753,-19.364937,0
-58.176476,-20.072903,0
-57.681286,-18.925793,0
-57.610985,-20.039482,0
-57.602783,-19.777391,0
-57.535816,-20.609283,0
-57.300087,-19.340216,0
-56.924007,-18.991863,0
-56.53083,-19.159939,0
-56.740036,-19.443663,0
-56.959877,-20.238285,0
-56.773537,-19.840294,0
-57.00259,-21.045385,0
-56.719425,-20.58941,0
-54.15804,-15.3785715,0
-56.67299,-20.86139,0
-56.25757,-20.210865,0
-56.22157,-20.036339,0
-55.93881,-19.700817,0
-56.14686,-20.967726,0
-55.605736,-19.824646,0
-55.668674,-20.810448,0
-54.032433,-15.330887,0
-55.57267,-21.22423,0
-55.224052,-20.53574,0
37.000916,-16.350967,0
0.56011325,-31.427986,0
-6.529632,-33.63778,0
-6.3114195,-33.363842,0
-5.885048,-34.49574,0
-7.693227,-34.01657,0
28.912354,-11.133909,0
-24.08453,-2.7844994,0
24.993156,31.261526,0
-4.557457,-29.032478,0
-4.2908287,-28.288202,0
-2.2150238,-28.253801,0
0.94467634,-31.224094,0
-9.58357,-20.065012,0
28.948694,-11.977018,0
11.046346,-27.836794,0
-44.885582,-12.230574,0
38.03288,-14.372199,0
-20.805042,-10.425911,0
-0.122015685,-32.13715,0
-20.106848,-11.597901,0
-6.7937474,-27.573193,0
-6.421478,-27.815514,0
-6.6301928,-27.153444,0
18.647617,-19.361439,0
-3.072869,-29.567074,0
-0.15103245,-32.156525,0
-21.575941,-12.134468,0
-21.65605,-12.158962,0
2.7270043,-11.232173,0
-3.0430048,-27.959816,0
27.386883,-10.967932,0
1.3351957,-30.189505,0
-10.928119,-18.427423,0
11.063125,-28.485985,0
-2.28392,-30.137568,0
36.921635,-14.669308,0
-3.0287926,-29.06074,0
-2.809954,-29.253649,0
-1.2169286,-32.729877,0
-9.545425,-20.427414,0
-1.2294041,-32.77824,0
-18.022202,-12.060672,0
1.4064848,-30.541954,0
-6.199426,-27.196678,0
25.776093,-14.750794,0
-6.243579,-26.759686,0
0.12848794,-31.903719,0
38.216724,-14.444686,0
38.739613,-13.630204,0
-17.027452,-12.059217,0
-17.132385,-11.8352995,0
-6.4746594,-28.342222,0
-4.292145,-27.738329,0
-3.8604581,-29.084734,0
1.3046383,-30.73288,0
-9.919479,-18.81155,0
38.185127,-13.994499,0
-1.6188259,-28.565155,0
19.79075,-9.333161,0
-41.59575,-6.589064,0
2.5467203,-13.854417,0
-6.134488,-28.78991,0
32.984905,-5.3705387,0
-16.941143,-12.449627,0
35.828636,-14.53618,0
24.616104,-5.8655853,0
0.9626778,-13.118431,0
9.574443,-28.230656,0
-12.1126,-14.687578,0
2.6848574,-31.118912,0
-18.966625,-12.675717,0
-8.290289,-21.174992,0
36.12961,-14.550951,0
1.5530887,-32.885445,0
-3.8798819,-10.903766,0
-1.2876014,-29.604628,0
24.981916,-15.383864,0
26.137177,-15.59307,0
1.6790373,-12.856038,0
18.373505,-19.063705,0
1.4595059,-16.3631,0
-24.416477,-1.5055403,0
19.142588,-10.969503,0
-23.508724,-2.1162076,0
-0.026046585,-28.085651,0
2.740103,-31.246506,0
-18.923285,-12.904385,0
3.0375912,-29.977737,0
28.465157,-10.321252,0
3.1848626,-29.735235,0
37.532898,-13.768919,0
3.0209036,-29.215113,0
2.941056,-29.369392,0
-8.83394,-19.120045,0
25.356394,31.245733,0
25.364466,31.34594,0
-21.16503,-10.893343,0
25.445984,30.267204,0
25.798134,30.330278,0
-21.648182,-11.70744,0
-9.637829,-29.760544,0
-5.3259673,-32.880157,0
-24.124903,-2.4395711,0
-24.10371,-4.991741,0
-24.099318,-4.8614054,0
-9.989485,-30.277338,1
-9.141757,-30.251055,1
-8.607381,-30.264227,1
-5.7142873,-33.2733,1
-5.7948933,-33.51331,1
-11.342371,-29.650463,1
32.30691,-6.311103,1
31.870192,-6.4472275,1
31.646074,-6.348517,1
-7.3318286,-32.52505,1
-7.861227,-31.758213,1
-24.340086,-5.485914,0
26.769205,-16.03721,0
-11.641912,-33.99694,1
-12.550054,-34.024105,1
32.837563,-4.918761,1
32.395187,-4.638067,1
-8.570486,-36.456833,1
-7.3491845,-37.004826,1
-10.366992,-34.689655,1
-8.128058,-36.18101,1
-7.179657,-37.127823,1
-9.463283,-35.16082,1
-9.405147,-35.198624,1
34.184757,-5.7877812,1
32.11943,-4.9813046,1
32.183117,-4.9625096,1
-12.828151,-33.95804,1
-11.36609,-33.099144,1
-12.040293,-33.13803,1
-11.969958,-32.710022,1
-11.879715,-32.430176,1
-10.175257,-34.790012,1
-9.598571,-34.810486,1
-9.498244,-34.649624,1
34.07435,-5.8626466,0
-11.405573,-30.998623,0
-22.15676,-12.763635,0
32.330147,-5.389326,0
-11.387631,-31.381231,0
-8.574898,-33.99681,0
32.84291,-5.0913954,0
-8.963027,-35.679565,0
-8.633638,-35.00543,0
-22.469402,-12.805297,0
33.024273,-19.679333,0
34.105267,-5.602943,0
-10.384653,-34.05971,0
30.327383,-2.6997695,0
-24.132668,-4.9244766,0
-24.46971,-4.6667314,0
-24.415127,-4.906654,0
-11.100145,-32.91901,0
-9.008269,-34.819145,0
-9.656233,-34.16621,0
-24.432806,-5.8784966,0
-11.431854,-33.18213,0
-13.267798,-33.28936,0
-13.313826,-33.317017,0
33.05841,-5.8666153,0
30.283106,-2.6434743,0
-9.828663,-32.033348,0
-10.36914,-33.378708,0
-24.526844,-5.972036,0
-9.400863,-36.12017,0
32.81685,-19.92588,0
-10.07854,-35.864403,0
-24.168875,-3.7594132,0
31.948114,-5.977669,0
-37.77282,-9.645377,0
-9.549733,-16.604523,1
-9.86509,-16.58542,1
-9.654532,-17.196178,1
-9.645001,-17.035242,1
-9.087428,-17.691895,1
20.183157,-10.149148,1
27.857538,-10.075108,1
35.914,-13.822579,1
3.2676725,-14.13832,1
2.5141144,-12.380569,1
-2.6228876,-12.882767,1
1.2385517,-13.484979,1
3.2608252,-12.180071,1
2.8359692,-12.24746,1
-9.244437,-15.656147,1
27.125238,-9.919012,1
27.762096,-10.396849,1
27.591026,-10.0506115,1
5.6021285,-11.8918085,1
3.3753893,-13.406049,1
3.7352905,-12.793278,1
3.5694015,-13.155548,1
2.542406,-14.0751295,1
1.9792005,-13.631873,1
3.0741959,-13.06083,1
2.8824286,-13.268319,1
-37.685204,-9.71752,1
-37.621304,-9.741025,1
22.96432,-9.185061,1
-51.361313,-18.972397,1
-50.29529,-18.304731,1
-50.901066,-18.777813,1
-50.584442,-18.990185,1
-50.727837,-19.237923,1
-50.75085,-19.248087,1
-51.117832,-19.056385,1
-51.14536,-18.893345,1
30.289465,-11.705927,0
0.1282191,-11.972826,0
-11.895391,-14.649881,0
-22.01517,-1.8096534,0
-13.256689,-11.058463,0
-9.4104185,-15.484524,0
-5.406052,-20.391668,0
-25.032448,-0.4904584,0
25.083601,32.06558,0
-23.928202,-1.8969631,0
-10.530205,-15.670757,0
20.852837,-9.812403,0
4.9637003,-12.187886,0
-9.196523,-17.07508,0
26.301094,-10.064127,1
26.156984,-9.926031,1
21.10908,-9.956423,1
-13.45394,-10.999263,1
-16.790258,-13.1842375,1
-16.754595,-13.154463,1
-45.615345,-11.804974,1
-2.5844579,-11.086108,1
-2.867302,-11.187431,1
21.348717,-10.10753,1
26.105042,-9.684591,1
25.465359,-9.276896,1
23.222887,-10.001104,1
-5.253511,-11.321982,1
-5.3483295,-20.364332,0
30.761763,-7.5351357,0
-10.912524,-16.212164,0
29.77575,-10.68139,0
4.389657,-31.490438,0
35.41677,-15.584235,0
0.7303676,-23.79748,0
0.30229172,-24.11282,0
1.9697448,-24.037724,0
40.429886,-11.912979,0
27.435884,-16.853369,0
4.440855,-30.876057,0
3.8929482,-32.54979,0
4.396818,-32.634575,0
25.510908,-9.763001,0
26.549635,30.776173,0
-22.371944,-1.671815,0
-24.244188,0.0711999,0
-6.0029063,-10.509062,0
-25.121668,-0.1414187,0
24.508636,-15.113563,0
27.221972,-9.1862135,0
35.802383,-16.482042,0
-1.8732481,-7.7354264,1
-1.7468859,-7.615282,1
-1.8288733,-7.6470175,1
39.871094,-11.530086,1
39.3717,-11.350651,1
39.866203,-11.773059,1
4.887832,-32.483902,0
37.063824,-12.319346,1
24.541204,-8.9274235,1
2.236835,-16.083342,1
-2.2011516,-12.998784,1
-2.2374754,-13.007987,1
-0.60321593,-13.194944,1
-2.9591768,-13.44848,1
-12.140558,-14.106632,1
1.9279872,-16.213894,1
4.833872,-29.128696,1
36.934856,-12.7362385,1
36.398487,-12.124601,1
2.571439,-16.446442,1
-18.53508,-14.148976,1
-18.745955,-14.068085,1
-18.676342,-14.103291,1
-18.145279,-14.1127405,1
-18.16242,-14.08766,1
-18.140882,-14.153494,1
25.104355,32.181526,1
25.156628,32.185028,1
26.793602,30.741514,0
4.636063,-30.80961,0
4.8061905,-32.632843,1
11.2342825,-30.038635,1
11.200782,-30.060255,1
11.18785,-30.103535,1
31.33733,-12.68725,1
33.187565,-13.314688,1
27.768694,-17.196735,1
2.5290735,-22.848679,1
5.0308533,-33.16824,1
5.2972198,-33.348434,1
-45.888805,-11.081076,0
19.516388,-13.529085,0
11.429278,-30.380337,0
-5.827697,-19.641817,0
30.319304,-16.607697,0
30.621721,-10.659952,0
-0.9409663,-21.678669,0
4.3929195,-14.098037,0
19.868433,-11.35839,0
11.304558,-30.003439,0
8.982491,-28.568928,0
29.36034,-10.188216,0
2.3395731,-23.61296,0
1.4764245,-23.386358,0
-13.403784,-9.875119,1
-8.827148,-11.898288,1
-9.18148,-11.938322,1
-9.673243,-11.709461,1
21.830132,-9.832882,1
25.551756,-8.884467,1
26.329155,-9.142404,1
-9.413724,-11.756883,1
-5.153777,-10.413293,1
-0.81273127,-9.827961,1
-0.77632797,-9.937573,1
2.0548718,-15.053978,0
4.8628397,-30.084356,0
18.14944,-18.918255,0
4.1569924,-13.839429,0
2.7644048,-23.624205,0
-13.608599,-13.779045,0
-22.074024,-2.955135,0
3.4391308,-17.76107,0
30.436861,-16.648718,0
3.447268,-18.182514,0
-6.2253046,-8.82176,0
4.39574,-15.679475,0
38.15159,-11.835929,0
35.286213,-11.548879,0
31.332844,-12.384407,0
1.3253127,-21.900589,1
1.2694838,-22.594715,1
0.6552963,-22.53812,1
0.96413064,-22.20212,1
2.4270442,-23.161257,1
3.2665584,-23.29199,1
5.7153673,-32.632885,1
7.6818843,-34.013725,1
35.080193,-16.629345,1
35.147392,-16.574368,1
7.503996,-34.199543,1
6.70299,-33.28528,1
7.099168,-32.688606,1
6.6036286,-32.672676,1
7.0285597,-32.27483,1
7.1196194,-31.965397,1
7.3397074,-32.057896,1
34.892876,-17.257923,1
35.513,-16.891499,1
35.014584,-17.06303,1
7.108475,-34.471626,1
7.113011,-32.762474,1
-1.5668184,-23.541094,1
12.168555,-30.49331,1
-20.923336,-13.826847,1
-20.754593,-14.175195,1
-20.85481,-14.156795,1
-44.525185,-12.247091,1
-39.731495,-5.5070944,1
34.753616,-17.924505,1
16.765667,-13.875461,1
-44.549503,-12.198314,1
11.999266,-30.476013,1
-20.62953,-14.050522,1
-20.780743,-13.680353,1
0.39233038,-22.90308,0
6.793556,-33.34317,0
37.33471,-12.290613,0
36.487312,-12.995148,0
6.9131036,-30.398386,1
1.450284,-21.235462,1
31.43334,-11.222641,1
32.60362,-13.277427,1
1.9292215,-20.915981,1
2.2354517,-22.05267,1
-1.2674263,-21.626144,1
-0.6810598,-21.929527,1
-0.026538828,-22.165825,1
-1.3218058,-22.358648,1
8.015538,-31.177637,1
34.84247,-18.806442,1
26.493984,30.166885,1
26.787266,30.585106,1
-6.3497224,-18.336033,0
32.381947,-7.453311,0
33.548622,-18.88694,0
-24.11712,-9.3364105,0
-9.869753,-30.70961,0
29.875242,-16.529665,0
27.553072,-16.448122,0
5.769276,-25.449497,0
-23.774511,-1.0789844,0
-4.6671405,-19.405529,0
17.059174,-13.829374,0
-4.4641066,-19.871525,0
31.392056,-8.314698,0
17.327608,-13.8089695,0
31.754778,-7.8494897,0
-5.5045934,-18.944485,0
3.7153463,-22.239246,0
19.527018,-13.531519,0
-9.156469,-32.671757,0
8.334442,-30.713928,0
7.96136,-32.358227,0
34.49754,-18.25639,0
-8.955262,-31.839792,0
32.256844,-7.4622054,0
32.594402,-6.7712617,0
35.637447,-5.8526583,0
-11.57173,-35.479584,0
-10.205639,-37.66349,0
29.755098,38.63708,0
32.97974,-3.6569872,0
-23.802229,-9.725188,0
7.5786967,-30.936916,0
30.79272,-9.265434,0
-1.7183797,-21.25256,0
28.599968,-16.453613,0
-6.6452274,-17.806576,0
-23.215672,-0.030895676,0
-15.90767,-17.1412,0
4.9151053,-16.292162,0
4.686971,-16.22234,0
27.397202,-19.776537,0
-6.5760803,-17.738346,0
-6.735958,-12.036981,0
-11.907447,-11.936167,0
22.036674,32.41445,0
-1.2604456,-11.003902,0
-23.90737,-0.37075943,0
-6.3045473,-9.42001,0
37.282963,-10.905248,0
-6.5639534,-16.261175,0
-8.044343,-10.858062,0
-8.305598,-10.874554,0
-8.897091,-9.6956215,0
21.890537,-10.455879,0
-7.871213,-11.223813,0
26.81226,-8.472996,0
3.897308,-21.175358,0
33.44828,-14.178035,1
27.926554,-18.287556,1
5.1700296,-24.656786,1
5.236302,-24.733139,1
7.244862,-20.199455,1
7.1644554,-20.18039,1
6.250099,-20.472248,1
5.147747,-21.419388,1
6.51196,-20.387629,1
28.31562,-17.887556,1
32.89679,-13.953992,1
32.68909,-14.758317,1
6.496785,-20.786846,1
7.4140925,-20.005741,1
5.0479107,-21.673706,1
6.019701,-21.122227,1
5.176321,-21.915377,1
5.2789407,-21.167398,1
28.020298,-18.021421,1
33.193016,-14.442779,1
33.319122,-14.338942,1
29.028172,-16.539955,1
4.740393,-19.94478,1
4.6438427,-20.223146,1
-39.83347,-5.4299226,0
5.725409,-21.819942,0
32.72404,-14.27749,0
-25.772081,0.5029786,1
-11.23718,-8.921899,1
-10.187679,-9.024463,1
-9.307417,-8.784498,1
-11.864478,-8.188761,1
-10.070781,-8.739302,1
39.977207,-9.748161,1
39.965164,-9.742785,1
-42.817944,-7.1633883,1
-42.633606,-7.5013566,1
-0.5713697,-6.942344,1
-0.5198398,-6.7753377,1
-7.89378,-9.044072,1
-8.405471,-9.525959,1
-7.448166,-9.609184,1
-7.6162815,-14.64767,0
-16.411299,-16.341452,0
5.4366655,-19.025743,0
-23.260496,0.62910396,0
-23.217607,0.44407532,0
25.378881,33.2789,0
27.64676,-19.039059,0
28.225197,-16.49461,0
32.35349,-12.122531,0
38.068092,-10.4576435,0
38.373077,-10.641592,0
4.9073243,-20.331964,0
37.200214,-11.323118,0
-7.542916,-12.4031105,0
1.6266,-4.4031324,0
0.9277455,-5.727441,0
-16.058151,-15.474574,0
-15.885526,-15.381739,0
-7.538409,-13.162653,0
-9.364284,-10.580038,0
25.06053,33.066555,0
0.97516704,-5.851514,0
-6.556454,-13.117573,0
-6.100582,-12.406834,0
-23.310099,-0.3885845,0
-5.4004946,-17.056435,0
25.92263,-8.195379,0
21.93526,-11.05162,0
18.8617,-13.380234,0
34.227562,-14.047112,0
-5.806644,-15.726997,0
-22.370613,1.341971,0
0.97895765,-4.575713,0
-5.7028875,-9.351496,0
-7.257448,-10.752497,0
0.44757998,-7.342598,0
37.338997,-9.774534,0
-16.912771,-16.951487,0
-7.3040814,-11.337004,0
27.153284,-7.9980116,0
-6.108085,-14.449474,0
-7.1030054,-12.012511,0
-12.668152,-9.251156,0
-5.2029986,-14.93285,0
21.218016,-12.312779,0
-5.5163784,-15.35079,0
-5.747243,-16.376102,0
-16.56303,-15.813669,0
-7.63922,-10.231524,0
37.691208,-9.986522,0
1.2238419,-7.1588044,0
-7.234538,-13.334827,0
23.575573,32.939556,0
-4.0760865,-16.832447,0
-5.4811907,-16.695272,0
-19.890898,-14.820443,0
21.152891,-12.331914,0
25.757067,33.64524,0
25.054857,33.54223,0
-23.615616,0.9705342,0
-23.792736,1.0718744,0
-22.780964,1.0949365,0
-1.7302252,-6.3614774,0
-7.8155336,-9.980779,0
-12.399186,-9.220482,0
25.735884,-7.6347237,0
24.134258,-6.869137,0
21.739124,-11.133176,0
-13.69008,-8.6586485,0
1.3835057,-6.5517716,0
24.683126,34.043224,0
1.1775075,-5.953447,0
1.320084,-6.1661963,0
-16.685175,-16.955875,0
-17.260128,-15.900197,0
-5.968155,-13.686468,0
3.1632388,-4.771171,0
3.5284872,-4.6701193,0
7.7570796,-21.38571,0
-43.565746,-3.6064587,1
-44.705826,-3.842334,1
-44.97473,-11.543536,1
9.380127,-22.67558,1
8.937221,-23.383242,1
8.423107,-21.530714,1
8.267781,-21.632826,1
29.20666,-17.39994,1
33.20486,-15.41339,1
31.835606,-15.734849,1
8.302814,-20.71598,1
8.349445,-21.88805,1
8.758862,-21.036247,1
8.348556,-22.656443,1
8.695937,-24.997028,1
9.573322,-32.51862,1
8.839239,-33.956314,1
33.994488,-17.689629,1
33.884132,-17.59577,1
32.46602,-15.671316,1
8.946084,-22.73995,1
7.7069545,-22.378345,1
8.143167,-23.307001,1
10.56647,-31.68214,0
7.010845,-25.158283,0
7.1557665,-25.157076,0
-4.3610225,-16.387669,0
-3.6567817,-16.976576,0
11.139844,-22.591627,0
-6.9481654,-3.1328905,0
10.759753,-21.884556,0
24.361734,-19.37829,0
9.45033,-21.793835,0
-3.4522345,-17.206942,0
-2.7397368,-17.950808,0
32.982346,-16.411892,0
26.572636,-6.430181,0
33.354996,-15.12047,0
-2.132159,-18.129133,0
7.445417,-23.082693,0
-14.9967575,13.682386,0
11.374302,-22.745583,0
-7.8354974,-3.154944,0
-2.6472008,-18.172411,0
11.797876,-22.76491,0
24.569004,-19.250036,0
24.898912,-19.054064,0
12.471041,-22.657867,0
13.214894,-22.52221,0
34.380547,-3.6643357,0
12.800806,-22.62498,0
12.240491,3.9472134,0
